Sequences,Teams,Label
zmxttuxtutuI,Argentina,Low
htuxtuxtuxtuxtuxt,Argentina,Low
tuxzmxtuxtuxtuxtuxtuxtuxtuxtuxtuExEss,Argentina,Low
tuxtuxtuxa,Argentina,Low
htuxtuxEmxtuxtuxtuxtuxtuxtuxtuxtuxtuxtuxtutuxtuxtutuxtuxtuxtutumxtuxtuxtuxtuxtutuxtuxtuxtuxtumxExtuxtuxtutuxtuxtutuxtuxExzstuxtu,Argentina,Low
mxtuxtmxExtuxtuxtuxz,Argentina,Low
mxtuxtuxtuxtuxtuxa,Argentina,Low
zmxfmxtu,Argentina,Low
tuxtuxtuxtuxtuxtuxtuxtuxExtutusCmxtuxtuxtuxtumxtuxtuxtuxtuxf,Argentina,Low
mxtuxtuxtuxtu,Argentina,Low
tuCxfss,Argentina,Low
tuxtuxtuxtuxtuxtuxtuxi,Argentina,Low
tutuxtuxtuxtuxtuxtusCmxtuxtuxtuxtuxtuxtuxf,Argentina,Low
tuxtuxtuxtuxtuxtuxtuxtu,Argentina,Low
tsstussC,Argentina,Low
Hmxisstus,Argentina,Low
tuxfmxftuxz,Argentina,Low
CsCjtu,Argentina,Low
tuxtuxtuxtuxtuxtuxtuxtudmxtuxtuxtuxtuxtuxfssCastuxtuxtuxtuxzmxtuxtuxtuxtuxtuxzdrv,Argentina,Low
tuxtuxtuxtuxtuxtuxtussy,Argentina,Low
Gxtuxtuxtu,Argentina,Low
tuxtuxtuxtuxtuxtuxtuxt,Argentina,Low
htuxtuxtutuxtuxtuxtuxtmxtuxtmxtuxtuxtuz,Argentina,Low
tuxtuxtuxtuxtuxtuxtuxtutuxtuxtuxtuxtuxtuxtuxtumxtuxtuxtu,Argentina,Low
ssssdtuxty,Argentina,Low
tuxtuxtuxtuxtuxtuxtuxtuxtuxtuxtuxtuxtuxtuxztu,Argentina,Low
tuxtuxtuxtuxtuxtumxtuxtumxtuxtmxtututuxa,Argentina,Low
